#{"t_start": 1702896940.2977011, "env_id": "None"}
r,l,t
4.067421,1001,1994.66099
4.430062,1001,1997.554769
3.694365,1001,2000.43478
3.891077,1001,2003.487969
4.060029,1001,2008.128801
0.245186,89,2008.681392
3.198817,927,2011.339432
3.842999,1001,2014.219462
4.416691,1001,2017.255017
3.643971,1001,2021.610415
4.358267,1001,2024.604496
4.321278,1001,2027.468881
4.568665,1000,2030.461286
4.200693,1001,2035.032602
4.225967,1001,2038.025713
4.3845,1001,2040.892738
3.756412,1001,2043.75849
4.062405,1001,2048.313152
1.756658,457,2049.80201
4.007566,1001,2052.936862
4.419784,1001,2055.945117
4.046821,1001,2058.827464
3.741219,1001,2063.32124
4.135611,1001,2066.282086
4.109499,1001,2069.196655
4.424831,1001,2072.064412
3.807097,1001,2076.716179
4.175198,1001,2079.846446
0.588807,197,2080.697567
0.028539,39,2081.084921
4.384811,1001,2083.9866
4.052304,1001,2086.856096
0.129253,73,2087.343112
4.133317,1001,2091.883029
4.214328,1001,2094.859348
3.818558,1001,2097.755649
4.478701,1001,2100.76663
4.024036,1001,2105.318996
4.082819,1001,2108.234236
4.505258,1001,2111.163773
1.842245,425,2112.560523
2.038718,542,2114.236219
2.512635,582,2116.060315
4.202131,1001,2120.477281
4.242481,1001,2123.700458
4.751689,1001,2126.569481
4.087884,1001,2129.466555
4.400724,1001,2133.944889
0.537497,129,2134.55531
4.54435,1001,2137.543018
3.888713,1001,2140.456854
3.945873,1001,2143.337343
4.211267,1001,2147.864521
3.825971,881,2150.430772
4.286688,1001,2153.436642
4.127833,1001,2156.318133
4.183008,1001,2160.846997
4.734877,1001,2163.743902
4.746175,1001,2166.779915
4.155907,1001,2169.786385
4.174856,1001,2174.394089
3.534328,819,2176.824573
4.591774,1001,2179.784624
0.135371,74,2180.316637
4.098822,1001,2183.215694
0.146144,93,2183.731901
4.568563,1001,2188.216383
4.528559,1001,2191.32983
3.974971,1001,2194.367764
4.036292,1001,2197.265868
4.769741,1001,2201.635765
4.879315,1001,2204.68858
4.091384,940,2207.398409
4.523624,1001,2210.434797
4.555545,1001,2214.957751
4.838993,1001,2217.999136
4.562708,1001,2220.913894
4.448123,1001,2223.937185
4.386395,1001,2228.308138
4.766519,1001,2231.408844
4.891051,1001,2234.308609
4.274713,1001,2237.568364
4.974738,1001,2240.448964
4.70775,1001,2244.863443
4.774212,1001,2247.867868
4.351456,1001,2250.798985
4.297716,1001,2253.819867
4.891637,1001,2258.221337
4.734312,1001,2261.4622
4.890558,1001,2264.363267
4.719462,1001,2267.355104
2.889743,648,2270.76713
1.828064,418,2272.144682
5.063924,1001,2275.258759
5.279044,1001,2278.148487
4.708057,1001,2281.145382
4.44457,1001,2285.64607
