#{"t_start": 1704561858.2474809, "env_id": "None"}
r,l,t
-35.632325,55,956.608004
31.53707,701,959.712964
-37.530912,59,960.116432
-25.969049,34,960.46519
-16.74424,23,960.786225
-35.177756,71,961.230974
-56.531589,303,962.23588
10.772448,327,963.286833
-27.65892,60,963.695357
-25.916494,252,964.572458
64.622696,384,965.751331
-39.579325,43,966.119937
-30.151525,158,966.760954
-38.312261,187,967.47658
-55.072457,191,968.198058
-125.275535,301,969.190573
-16.207767,58,969.593123
-16.736223,130,970.172657
16.299106,302,971.167431
-18.140078,49,971.547059
-24.994148,51,971.93942
-16.638583,40,972.301309
-52.258233,164,972.967952
-61.731894,423,974.256979
-18.444906,45,974.628417
-66.738275,523,977.285991
-34.128259,45,977.666277
-60.749893,184,978.377915
-29.164441,158,979.025672
-23.397547,54,979.419004
-41.754182,75,979.861176
-44.904958,69,980.294866
-60.362398,181,980.997613
7.526061,318,982.030163
-82.210992,228,982.850379
-65.725906,99,983.357307
-12.439718,53,983.757356
-60.200046,269,984.675684
13.234704,197,985.415865
-2.407789,254,986.295051
22.216778,96,986.790072
-21.693828,197,987.540229
30.955926,196,988.28664
-32.191704,221,989.07971
-17.023899,44,989.450154
-11.971302,27,989.779992
-48.971046,61,990.189275
-37.13188,94,990.683706
-48.54615,71,991.131323
-33.962773,450,992.463242
47.933487,276,994.515681
-22.209363,81,994.980294
-55.382484,366,996.125971
-69.530497,81,996.590405
-43.439429,55,996.980671
72.568885,453,998.343429
